address,votingPower,tokensOwned
0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,15001421735904700536582403,0
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0
0x8E4ED221fa034245F14205f781E0b13C5bd6a42E,9000002000000000000000000,0
0xe7925D190aea9279400cD9a005E33CEB9389Cc2b,8000148374837445269917645,0
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0
0xe02457a1459b6C49469Bf658d4Fe345C636326bF,7300001600000000000000000,0
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,5576772804342220819293302,0
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0
0x553F674dD7D102ad79C644103974a1cc53b62Ac2,5000182739152470773507642,0
0x47C125DEe6898b6CB2379bCBaFC823Ff3f614770,4500009510000000000000000,0
0xbbf3f1421D886E9b2c5D716B5192aC998af2012c,4133968907599347745297816,0
0xB0623C91c65621df716aB8aFE5f66656B21A9108,3528282515505073240033814,839444246202054426521
0x13BDaE8c5F0fC40231F0E6A4ad70196F59138548,3500005600000000000000000,0
0x8d07D225a769b7Af3A923481E1FdF49180e6A265,3301313450689702509437813,0
0x6626593C237f530D15aE9980A95ef938Ac15c35c,3250791972283230074414835,100000000000000000000
0x067b9Bbbbc42d2AB9b9Ab6bB62646dAF7F344A76,3100545362130884696341498,0
0x070341aA5Ed571f0FB2c4a5641409B1A46b4961b,3000644540579633243546653,0
0x1a13C53d516f6E8321e9903F224861e74BBD7AA0,2690684850000000000000000,0
0xEFF506a32B55D5c19847c1a4F8510c00280c27E5,2531498000000000000000000,0
0x3571D58d9bDcc918772B7f6c41b05dEa1A5E2175,2501053982118290000000001,0
0xB7771f70633C7E54E61Dd38D01c26DA0e86bE1a5,2500400000000000000000000,0
0x535b3ddD9939056cB6d74D1253Ae1A4Adf5d723A,2500363926155422064922371,0
0x5d8908aFEE1DF9f7f0830105f8BE828F97Ce9e68,2500137320258418467873335,0
0x7AE109A63ff4DC852e063a673b40BED85D22E585,2500026209474510000000000,0
0xdC1F98682F4F8a5c6d54F345F448437b83f5E432,2500010000000000000000000,0
0xed11e5eA95a5A3440fbAadc4CC404C56D0a5bb04,2500003000000000000000000,0
0xB49f8b8613bE240213C1827e2E576044fFEC7948,2500002957808446575726258,0
0xaA78e23648A56022A32D3Ee63a99DD3152F32CbE,2500000000000000000000000,0
0xF8b9c088b942AE37ff61d8C82e6b5661AA94E40a,2500000000000000000000000,0
0x2422172B156BB9De09d8dc7be040c9ed6330c4cc,2500000000000000000000000,0
0x212BAf65228fe03674Da0EFb88cAc7EADB276DB5,2500000000000000000000000,0
0x590f636a0E62A1D72eE78a292134eF82fdB5D954,2500000000000000000000000,0
0x66Aa8Bee5366b6b48811AE0Dac9Fe5e1EEfE1621,2500000000000000000000000,0
0xa6e8772af29b29B9202a073f8E36f447689BEef6,2438755609099713019684698,0
0x7e4A8391C728fEd9069B2962699AB416628B19Fa,2254742196060824375620866,7193352744789517446
0x458cEec48586a85fCFEb4A179706656eE321730E,1855955009833203447757388,0
0xB908Bc433cDa637842aCA2a0C8EA9A9f1A686a63,1846194344065200000000000,0
0x61c8D4e4BE6477Bb49791540Ff297Ef30Eaa01c2,1608822514741250000000000,0
0x858A55605240960A1eFA0C58023c3FB843A9Fd35,1599988802000000000000000,0
0xCf094e705558D0Ea1D89e26a0D17fe3E5374aB79,1427206255083970000000000,0
0x016f70a2E6183e73E63Fc751161934df8c6DcA5C,1213603145883970000000000,0
0x32b8B761C038b030A402AB7d5536b4cddA6dbA9f,1000000000000000000000000,0
0xaA73Cc17b6cAe8ea3BE9Cec5040C4101ad85F02c,1000000000000000000000000,0
0xb61Bf2Ef798b9d011349a22Be79902Dfcafb2b9c,1000000000000000000000000,1152070208897654017
0x6fE59D6EcdEc312937dc9aD055884D38F0c0eBf7,1000000000000000000000000,0
0x47c3F28BBFe5FA32514a771Af803eFB41883BCe5,1000000000000000000000000,0
0xf63Ec662753B88c3634AE276ba4eA28D681478C8,810281144178134559608090,0
0x24b4D989468941737337B62CFCf2edce221D2dc2,790223593405000000000000,790223593405000000000000
0x6554Fa8168063a3999e1d085ac46d26631F91EA3,774542234623050000000000,774542234623050000000000
0xA13a5a31b891F3DA7074b740B694769BD0f1bb23,720881308993728910844349,0
0x78fe5DEaF34E47A00081b4e141c7b3F16d83a7e3,719502666952780000000000,0
0xa5c5386c5d722f7E5807850072835030A66D2DD6,719000162048300000000000,0
0xf3A18a9eF960CC5280B778040E0CC105490e4285,719000162048300000000000,0
0x1744195F6422C2e8c5Be6781a7e4Ea6b85e7091f,719000161864690000000000,0
0x16B59be801955154F34A576D607db28753b68964,719000161459600000000000,0
0x147f4825f13fEC7dc7Ddc9C7903af3eC951aE1e9,719000161459600000000000,0
0xa7e99cFbf92C1fD57Ee572d7403Ca7695759d49C,719000161459600000000000,0
0x644D1baf0166A97BFbc1d9cA042A62F388999CaE,719000161459600000000000,0
0x3bf3f7519083C11aCf260F68038950c3A6B758Ef,719000161004670000000000,0
0xb2b90B04602726f02f2eBEA9c39C8456626fa813,719000160598990000000000,0
0x7eD52863829AB99354F3a0503A622e82AcD5F7d3,500000000000000000000000,0
0x5B3bFfC0bcF8D4cAEC873fDcF719F60725767c98,500000000000000000000000,0
0x47701463eE3a42fb87D24746Fb9D8b70f06E6E3A,500000000000000000000000,0
0xCF104BE91b812330624eBA7278811Bbe1604F52F,500000000000000000000000,0
0xCF0FA79c915F12592c352FFe35000fda5c96a158,500000000000000000000000,0
0xE093F6F2Fc8e9a64285f4ed795b75E6Fd28649f8,500000000000000000000000,0
0x274d9E726844AB52E351e8F1272e7fc3f58B7E5F,422721567460536236140373,422721567460536236140373
0x45628522C38096959FDB07EC6B51d0e158685E24,404453588202510000000000,404453588202510000000000
0x80D63799b1e08a80f73FB7a83264b5c31600bF3a,400594806024158069020069,0
0x068Ed46488D8A7Fad16a91a9a352C6B76BaABCF4,400000000000000000000000,0
0x18Bc254C9b510Ab175c284dBd7947d4D50E6e056,400000000000000000000000,0
0x159DDA55aB7b74C13Be4e1616c276d87B387D630,300000000000000000000000,4677868004786106645300
0xf94e5Cdf41247E268d4847C30A0DC2893B33e85d,270036437683451042544448,0
0xB9c28103190bBAdd78DA021629D4Ba2d46422129,259000871217067324546176,0
0xD3e9D60e4E4De615124D5239219F32946d10151D,250000002702031378244606,2702031378244606
0xeD2A92B65b1A489db637a0cD9f2a4bb80367aeAF,250000000000000000000000,0
0xaB339ae6eab3C3CF4f5885E56F7B49391a01DDA6,250000000000000000000000,0
0xb05dd2c38a9170D16291A1Fe7fC8F05634420e33,250000000000000000000000,250000000000000000000000
0xA7F63376169ccC087EB1160E62ceCcB146C1d555,200610999153000000000000,6250000000000000000000
0xEA95cfB5Dd624F43775b372db0ED2D8d0073E91C,200000000000000000000000,0
0x1E4942b1a4FAB51EC950e5CCCc957497b37D1103,200000000000000000000000,0
0x4cdC4f412355F296C2cf261210Cc9274404E442b,200000000000000000000000,0
0x1d933Fd71FF07E69f066d50B39a7C34EB3b69F05,181022414710237858789871,0
0x8d3808B4e8EC725DC283391196Ac5109C60b945e,150000000000000000000000,0
0x47A127f496d001f187Ac65FC24852274Dc51D080,125418205855799701230710,125418205855799701230710
0x5197B5b062288Bbf29008C92B08010a92Dd677CD,100000000000000000000000,0
0x866Da9C1E82E1541eDA8fAF0c31dAe3A43bd2aE1,80000951082650000000000,0
0x9C88bD71A2E5792ECDc5821A9Aa427933C0Fc029,68875946394813778024647,0
0xcF5DebAb1637734f631e5F737e03C858C21C0c63,62000225789790000000000,0
0x6eCDeFB2E55D27E1b6Fe33B1470992F56bE067C4,59420939000000000000000,59420939000000000000000
0x1994b59E02Cd0d09D839b03660C205e88a929b81,50531644954710924150324,0
0x80855F07D264c5A4803ae33Fde8C47A57F4c38bd,50000000000000000000000,0
0xB62Ea9D95e85C5c3727A130302a0E27abFa07dE9,46224180271531666000000,46224180271531666000000
0x8CCb8c85c06d3aBCb758B84012830A5265D6c9F5,43450380241421338089295,43450380241421338089295
0x46abFE1C972fCa43766d6aD70E1c1Df72F4Bb4d1,26308831174734823608316,0
0x247909fbb47082D319A4D93562AeEDc261e08783,22362444408630300032500,0
0x9Eaf6A9Ecb0f84049a3a01B7274F81c273914568,18071786381000000000000,0
